,Video Name,Length,Average Band Energy,Avg Intensity,Max Intensity,Mean Intensity,Range Intensity,SD Intensity,Avg Pitch,Max Pitch,Mean Pitch,Range Pitch,SD Pitch,Mean F1,Mean F2,Mean F3,Mean B1,Mean B2,Mean B3,SD F1,SD F2,SD F3,Mean F2/F1,Mean F3/F1,SD F2/F1,SD F3/F1
0,audio.wav,55.33866666666667,0.264034802912581,70.7700536824581,83.47427106138122,37.124997716457656,46.34927334492356,8.24579289013371,296.523458144761,591.5137350363864,76.39960040758291,515.1141346288034,92.1060576587737,1082.4699796948312,1864.1848265744152,2717.1680597435384,455.987798287939,358.48143317311946,414.760485520688,351.94114983554397,355.22924812562746,327.1974952377004,1.9331515507089732,2.8620646366367244,1.0382703337653605,1.5640594560419956
